student_id,week,true_risk,lms_logins,attendance_pct,sentiment_score,submission_delay,forum_posts,video_completion,login_slope,attendance_drop,delay_variance,sentiment_decline,engagement_volatility,sudden_drop,behavioral_drift_score,risk_label,dropout_prob
32,7,low,8,0.63,0.51,0,6,0.85,0.143,0.19,0.238,0.16,0.102,0,0.086,0,0.1
32,8,low,9,0.65,0.53,0,6,0.5,0.179,0.17,0.214,0.14,0.103,0,0.077,0,0.09
33,1,low,12,0.76,0.36,1,3,0.73,0,0,0,0,,0,0,0,0.03
33,2,low,11,0.78,0.29,0,4,0.78,-1,-0.02,0.5,0.07,0.061,0,0.049,0,0.02
33,3,low,10,0.72,0.2,1,6,0.62,-1,0.04,0.333,0.16,0.091,0,0.074,0,0.08
33,4,low,8,0.67,0.29,1,6,0.58,-1.3,0.09,0.25,0.07,0.167,0,0.092,0,0.09
33,5,low,11,0.67,0.31,1,3,0.78,-0.5,0.09,0.2,0.05,0.146,0,0.058,0,0.08
33,6,low,8,0.65,0.12,1,2,0.83,-0.629,0.11,0.167,0.24,0.167,0,0.094,0,0.11
33,7,low,6,0.59,0.28,1,5,0.75,-0.821,0.17,0.143,0.08,0.228,0,0.102,0,0.12
33,8,low,8,0.66,0.24,1,6,0.69,-0.667,0.1,0.125,0.12,0.222,0,0.077,0,0.09
34,1,low,7,1,0.34,0,2,0.64,0,0,0,0,,0,0,0,0
34,2,low,6,0.94,0.25,1,7,0.95,-1,0.06,0.5,0.09,0.109,0,0.072,0,0.08
34,3,low,8,0.99,0.25,0,4,0.91,0.5,0.01,0.333,0.09,0.143,0,0.015,0,0.02
34,4,low,6,0.9,0.19,0,6,0.67,-0.1,0.1,0.25,0.15,0.142,0,0.058,0,0.06
34,5,low,9,0.93,0.17,0,5,0.74,0.4,0.07,0.2,0.17,0.181,0,0.046,0,0.05
34,6,low,6,0.87,0.11,1,7,0.53,0.057,0.13,0.267,0.23,0.181,0,0.074,0,0.11
34,7,low,7,0.85,0.15,1,7,0.68,0.036,0.15,0.286,0.19,0.165,0,0.076,0,0.12
34,8,low,9,0.9,0.1,1,5,0.47,0.19,0.1,0.286,0.24,0.177,0,0.065,0,0.1
35,1,low,20,0.78,0.6,0,7,0.9,0,0,0,0,,0,0,0,0
35,2,low,19,0.81,0.5,0,4,0.58,-1,-0.03,0,0.1,0.036,0,0.052,0,0.02
35,3,low,20,0.79,0.53,0,4,0.58,0,-0.01,0,0.07,0.029,0,0.009,0,0.01
35,4,low,19,0.73,0.5,1,6,0.79,-0.2,0.05,0.25,0.1,0.03,0,0.038,0,0.06
35,5,low,19,0.69,0.5,0,5,0.74,-0.2,0.09,0.2,0.1,0.028,0,0.052,0,0.05
35,6,low,16,0.7,0.56,0,6,0.67,-0.6,0.08,0.167,0.04,0.078,0,0.057,0,0.05
35,7,low,14,0.67,0.43,1,3,0.8,-0.893,0.11,0.238,0.17,0.125,0,0.095,0,0.11
35,8,low,14,0.65,0.43,1,5,0.65,-0.94,0.13,0.268,0.17,0.145,0,0.104,0,0.12
36,1,high,1,0.3,-0.39,6,7,0.84,0,0,0,0,,0,0,2,0.17
36,2,high,0,0.2,-0.52,3,2,0.82,-1,0.1,4.5,0.13,1.414,1,0.091,2,0.16
36,3,high,0,0.08,-0.6,3,3,0.7,-0.5,0.22,3,0.21,1.732,0,0.123,2,0.21
36,4,high,0,0.02,-0.73,3,1,0.41,-0.3,0.28,2.25,0.34,2,0,0.152,2,0.25
36,5,high,2,0,-0.85,3,0,0.21,0.2,0.3,1.8,0.46,1.491,0,0.162,2,0.27
36,6,high,0,0,-1,4,2,0.08,0.029,0.3,1.467,0.61,1.673,1,0.181,2,0.32
36,7,high,0,0,-1,6,0,0.08,-0.036,0.3,2,0.61,1.836,0,0.183,2,0.38
36,8,high,0,0,-1,3,0,0,-0.06,0.3,1.839,0.61,1.984,0,0.184,2,0.29
37,1,medium,5,0.74,0.42,2,3,0.96,0,0,0,0,,0,0,1,0.06
37,2,medium,5,0.61,0.25,1,5,0.62,0,0.13,0.5,0.17,0,0,0.067,1,0.1
37,3,medium,1,0.56,0.25,1,2,0.81,-2,0.18,0.333,0.17,0.63,1,0.164,1,0.15
37,4,medium,4,0.56,0.16,1,7,0.66,-0.7,0.18,0.25,0.26,0.505,0,0.124,1,0.15
37,5,medium,3,0.47,0.12,3,6,0.63,-0.5,0.27,0.8,0.3,0.465,0,0.152,1,0.24
37,6,medium,3,0.42,0.11,2,6,0.43,-0.371,0.32,0.667,0.31,0.433,0,0.166,1,0.23
37,7,medium,3,0.31,0.13,1,1,0.31,-0.286,0.43,0.619,0.29,0.408,0,0.198,1,0.25
37,8,medium,1,0.25,-0.04,1,3,0.57,-0.393,0.49,0.571,0.46,0.497,1,0.245,1,0.3
38,1,medium,11,0.59,0.09,1,2,0.87,0,0,0,0,,0,0,1,0.03
38,2,medium,9,0.52,-0.1,3,2,0.78,-2,0.07,2,0.19,0.141,0,0.128,1,0.16
38,3,medium,8,0.48,-0.04,2,5,0.6,-1.5,0.11,1,0.13,0.164,0,0.115,1,0.14
38,4,medium,6,0.37,-0.16,2,4,0.52,-1.6,0.22,0.667,0.25,0.245,0,0.172,1,0.2
38,5,medium,4,0.31,-0.22,3,2,0.6,-1.7,0.28,0.7,0.31,0.356,0,0.205,1,0.26
38,6,medium,6,0.3,-0.25,1,4,0.38,-1.2,0.29,0.8,0.34,0.341,0,0.192,1,0.21
38,7,medium,3,0.17,-0.26,3,6,0.59,-1.214,0.42,0.81,0.35,0.419,1,0.239,1,0.32
38,8,medium,5,0.18,-0.42,1,4,0.19,-0.952,0.41,0.857,0.51,0.411,0,0.245,1,0.28
39,1,low,9,0.87,0.91,1,2,0.97,0,0,0,0,,0,0,0,0.03
39,2,low,7,0.83,1,0,5,0.78,-2,0.04,0.5,-0.09,0.177,0,0.094,0,0.04
39,3,low,7,0.83,0.97,1,6,0.57,-1,0.04,0.333,-0.06,0.151,0,0.054,0,0.06
39,4,low,7,0.75,0.84,1,5,0.66,-0.6,0.12,0.25,0.07,0.133,0,0.075,0,0.09
39,5,low,10,0.75,0.82,1,6,0.53,0.2,0.12,0.2,0.09,0.177,0,0.053,0,0.09
39,6,low,8,0.75,0.81,0,6,0.81,0.114,0.12,0.267,0.1,0.158,0,0.054,0,0.06
39,7,low,7,0.69,0.86,1,6,0.73,-0.036,0.18,0.238,0.05,0.155,0,0.071,0,0.11
39,8,low,6,0.69,0.77,0,2,0.77,-0.179,0.18,0.268,0.14,0.171,0,0.088,0,0.09
40,1,low,15,0.94,0.2,0,5,0.72,0,0,0,0,,0,0,0,0
40,2,low,14,0.92,0.3,1,6,0.93,-1,0.02,0.5,-0.1,0.049,0,0.047,0,0.05
40,3,low,15,0.87,0.21,1,7,0.63,0,0.07,0.333,-0.01,0.039,0,0.025,0,0.06
40,4,low,15,0.89,0.09,1,7,0.73,0.1,0.05,0.25,0.11,0.034,0,0.031,0,0.06
40,5,low,14,0.87,0.1,0,6,0.61,-0.1,0.07,0.3,0.1,0.038,0,0.041,0,0.04
40,6,low,14,0.86,0.18,0,3,0.53,-0.143,0.08,0.3,0.02,0.038,0,0.036,0,0.04
40,7,low,13,0.79,0.08,0,6,0.82,-0.25,0.15,0.286,0.12,0.053,0,0.077,0,0.08
40,8,low,14,0.78,0.04,1,5,0.72,-0.19,0.16,0.286,0.16,0.05,0,0.084,0,0.12
41,1,high,7,0.4,-0.57,2,2,0.98,0,0,0,0,,0,0,2,0.06
41,2,high,3,0.23,-0.66,3,3,0.5,-4,0.17,0.5,0.09,0.566,1,0.231,2,0.22
41,3,high,4,0.15,-0.67,3,3,0.54,-1.5,0.25,0.333,0.1,0.446,0,0.16,2,0.22
41,4,high,1,0.01,-0.94,6,3,0.28,-1.7,0.39,3,0.37,0.667,1,0.251,2,0.4
41,5,high,3,0,-0.94,6,0,0.42,-1,0.4,3.5,0.37,0.609,0,0.226,2,0.4
41,6,high,0,0,-1,2,3,0.2,-1.086,0.4,3.467,0.43,0.816,1,0.237,2,0.29
41,7,high,0,0,-1,5,1,0.14,-1,0.4,3.143,0.43,0.975,0,0.234,2,0.38
41,8,high,1,0,-1,6,3,0.09,-0.798,0.4,3.268,0.43,1.005,0,0.226,2,0.4
42,1,low,18,0.8,0.32,1,2,0.99,0,0,0,0,,0,0,0,0.03
42,2,low,15,0.69,0.2,1,7,0.61,-3,0.11,0,0.12,0.129,0,0.174,0,0.13
42,3,low,14,0.72,0.13,1,3,0.88,-2,0.08,0,0.19,0.133,0,0.132,0,0.11
42,4,low,16,0.69,0.13,0,6,0.91,-0.7,0.11,0.25,0.19,0.108,0,0.09,0,0.08
42,5,low,16,0.64,0.09,0,3,0.61,-0.3,0.16,0.3,0.23,0.094,0,0.097,0,0.1
42,6,low,13,0.64,0.18,1,2,0.57,-0.571,0.16,0.267,0.14,0.114,0,0.096,0,0.12
42,7,low,15,0.61,0.07,1,4,0.83,-0.393,0.19,0.238,0.25,0.105,0,0.113,0,0.14
42,8,low,16,0.59,0.19,0,2,0.56,-0.202,0.21,0.268,0.13,0.098,0,0.098,0,0.11
43,1,medium,9,0.68,0.04,2,4,0.71,0,0,0,0,,0,0,1,0.06
43,2,medium,8,0.62,-0.05,1,6,0.83,-1,0.06,0.5,0.09,0.083,0,0.072,1,0.08
43,3,medium,7,0.65,-0.05,3,5,0.77,-1,0.03,1,0.09,0.125,0,0.062,1,0.12
43,4,medium,6,0.57,-0.05,3,7,0.65,-1,0.11,0.917,0.09,0.172,0,0.09,1,0.15
43,5,medium,8,0.45,-0.15,1,5,0.42,-0.4,0.23,1,0.19,0.15,0,0.12,1,0.15
43,6,medium,4,0.43,-0.16,1,3,0.7,-0.743,0.25,0.967,0.2,0.256,1,0.142,1,0.17
43,7,medium,5,0.36,-0.22,3,1,0.46,-0.679,0.32,1,0.26,0.268,0,0.172,1,0.26
43,8,medium,4,0.28,-0.37,1,0,0.4,-0.679,0.4,0.982,0.41,0.302,0,0.218,1,0.25
44,1,low,15,1,0.84,0,4,0.94,0,0,0,0,,0,0,0,0
44,2,low,16,0.99,0.82,0,5,0.87,1,0.01,0,0.02,0.046,0,0.006,0,0.01
44,3,low,16,0.88,0.86,1,6,0.57,0.5,0.12,0.333,-0.02,0.037,0,0.042,0,0.08
44,4,low,16,0.87,0.78,0,5,0.74,0.3,0.13,0.25,0.06,0.032,0,0.053,0,0.06
44,5,low,15,0.84,0.8,0,5,0.74,0,0.16,0.2,0.04,0.035,0,0.061,0,0.07
44,6,low,14,0.87,0.79,1,5,0.63,-0.229,0.13,0.267,0.05,0.053,0,0.061,0,0.09
44,7,low,14,0.8,0.71,1,3,0.76,-0.286,0.2,0.286,0.13,0.059,0,0.098,0,0.13
44,8,low,15,0.82,0.71,1,7,0.59,-0.202,0.18,0.286,0.13,0.055,0,0.087,0,0.12
45,1,medium,6,0.63,-0.06,2,6,0.67,0,0,0,0,,0,0,1,0.06
45,2,medium,5,0.55,-0.29,3,7,0.94,-1,0.08,0.5,0.23,0.129,0,0.097,1,0.16
45,3,medium,5,0.48,-0.27,1,2,0.71,-0.5,0.15,1,0.21,0.108,0,0.099,1,0.12
45,4,medium,3,0.41,-0.44,1,7,0.75,-0.9,0.22,0.917,0.38,0.265,0,0.16,1,0.18
45,5,medium,5,0.39,-0.32,3,5,0.38,-0.4,0.24,1,0.26,0.228,0,0.132,1,0.22
45,6,medium,3,0.3,-0.39,1,5,0.49,-0.486,0.33,0.967,0.33,0.272,0,0.176,1,0.21
45,7,medium,5,0.25,-0.53,2,2,0.27,-0.25,0.38,0.81,0.47,0.248,0,0.202,1,0.28
45,8,medium,1,0.23,-0.53,2,0,0.24,-0.464,0.4,0.696,0.47,0.398,1,0.217,1,0.29
46,1,medium,5,0.67,0.27,2,7,0.61,0,0,0,0,,0,0,1,0.06
46,2,medium,6,0.54,0.35,2,7,0.71,1,0.13,0,-0.08,0.129,0,0.046,1,0.11
46,3,medium,4,0.53,0.15,1,5,0.49,-0.5,0.14,0.333,0.12,0.2,0,0.084,1,0.11
46,4,medium,6,0.45,0.19,1,5,0.55,0.1,0.22,0.333,0.08,0.182,0,0.087,1,0.13
46,5,medium,5,0.36,0.19,2,3,0.75,0,0.31,0.3,0.08,0.161,0,0.119,1,0.19
46,6,medium,6,0.27,0.04,2,1,0.5,0.114,0.4,0.267,0.23,0.153,0,0.169,1,0.25
46,7,medium,6,0.24,0.02,2,5,0.47,0.143,0.43,0.238,0.25,0.145,0,0.182,1,0.27
46,8,medium,4,0.18,0.02,1,4,0.23,-0.024,0.49,0.268,0.25,0.169,0,0.204,1,0.26
47,1,low,9,0.86,0.19,1,5,0.89,0,0,0,0,,0,0,0,0.03
47,2,low,8,0.86,0.26,1,7,0.67,-1,0,0,-0.07,0.083,0,0.04,0,0.04
47,3,low,9,0.81,0.16,1,7,0.9,0,0.05,0,0.03,0.067,0,0.021,0,0.05
47,4,low,9,0.75,0.28,0,6,0.84,0.1,0.11,0.25,-0.09,0.057,0,0.038,0,0.04
47,5,low,11,0.73,0.19,1,4,0.7,0.5,0.13,0.2,0,0.119,0,0.046,0,0.08
47,6,low,9,0.78,0.11,0,6,0.57,0.257,0.08,0.267,0.08,0.107,0,0.038,0,0.04
47,7,low,10,0.76,0.15,1,6,0.74,0.25,0.1,0.238,0.04,0.102,0,0.04,0,0.07
47,8,low,10,0.75,0.08,0,3,0.76,0.226,0.11,0.268,0.11,0.098,0,0.052,0,0.06
48,1,medium,6,0.52,0.08,2,5,0.78,0,0,0,0,,0,0,1,0.06
48,2,medium,4,0.45,0.07,3,4,0.62,-2,0.07,0.5,0.01,0.283,0,0.106,1,0.14
48,3,medium,3,0.36,-0.07,1,5,0.59,-1.5,0.16,1,0.15,0.353,0,0.135,1,0.13
48,4,medium,2,0.33,-0.02,2,3,0.6,-1.3,0.19,0.667,0.1,0.455,0,0.131,1,0.16
48,5,medium,4,0.25,-0.14,1,3,0.72,-0.6,0.27,0.7,0.22,0.39,0,0.146,1,0.18
48,6,medium,3,0.27,-0.29,1,5,0.59,-0.457,0.25,0.667,0.37,0.373,0,0.152,1,0.19
48,7,medium,3,0.14,-0.22,2,6,0.58,-0.357,0.38,0.571,0.3,0.356,0,0.185,1,0.26
48,8,medium,0,0.13,-0.34,1,4,0.57,-0.536,0.39,0.554,0.42,0.553,1,0.21,1,0.25
49,1,medium,7,0.59,0.33,3,6,0.82,0,0,0,0,,0,0,1,0.09
49,2,medium,5,0.49,0.4,2,7,0.69,-2,0.1,0.5,-0.07,0.236,0,0.115,1,0.12
49,3,medium,7,0.45,0.35,2,3,0.52,0,0.14,0.333,-0.02,0.182,0,0.049,1,0.11
49,4,medium,7,0.4,0.21,3,5,0.6,0.2,0.19,0.333,0.12,0.154,0,0.081,1,0.18
49,5,medium,8,0.33,0.22,2,2,0.46,0.4,0.26,0.3,0.11,0.161,0,0.105,1,0.18
49,6,medium,6,0.33,0.02,1,3,0.36,0.114,0.26,0.567,0.31,0.155,0,0.13,1,0.18
49,7,medium,3,0.26,-0.02,3,1,0.41,-0.321,0.33,0.571,0.35,0.273,1,0.172,1,0.27
49,8,medium,2,0.21,-0.03,3,2,0.43,-0.56,0.38,0.554,0.36,0.379,0,0.2,1,0.3
50,1,low,10,0.85,0.68,1,5,1,0,0,0,0,,0,0,0,0.03
50,2,low,8,0.83,0.73,1,6,0.59,-2,0.02,0,-0.05,0.157,0,0.087,0,0.06
50,3,low,10,0.78,0.76,1,5,0.65,0,0.07,0,-0.08,0.124,0,0.025,0,0.06
50,4,low,6,0.8,0.72,1,4,0.9,-1,0.05,0,-0.04,0.225,0,0.057,0,0.06
50,5,low,8,0.7,0.6,1,7,0.7,-0.6,0.15,0,0.08,0.199,0,0.087,0,0.11
50,6,low,9,0.72,0.57,0,7,0.82,-0.257,0.13,0.167,0.11,0.178,0,0.07,0,0.07
50,7,low,7,0.7,0.54,1,7,0.85,-0.321,0.15,0.143,0.14,0.181,0,0.083,0,0.11
50,8,low,5,0.67,0.69,1,4,0.78,-0.488,0.18,0.125,-0.01,0.23,0,0.083,0,0.11
51,1,low,15,0.94,0.6,0,5,0.65,0,0,0,0,,0,0,0,0
51,2,low,15,0.89,0.55,1,2,0.58,0,0.05,0.5,0.05,0,0,0.024,0,0.06
51,3,low,14,0.85,0.63,0,2,0.68,-0.5,0.09,0.333,-0.03,0.039,0,0.052,0,0.04
51,4,low,11,0.8,0.67,1,3,0.81,-1.3,0.14,0.333,-0.07,0.138,0,0.101,0,0.1
51,5,low,10,0.87,0.59,1,6,0.86,-1.4,0.07,0.3,0.01,0.18,0,0.082,0,0.08
51,6,low,13,0.81,0.65,1,6,0.71,-0.8,0.13,0.267,-0.05,0.161,0,0.077,0,0.09
51,7,low,14,0.76,0.47,1,2,0.78,-0.393,0.18,0.238,0.13,0.149,0,0.095,0,0.12
51,8,low,10,0.81,0.54,0,3,0.81,-0.524,0.13,0.268,0.06,0.166,0,0.074,0,0.07
52,1,medium,9,0.7,-0.22,3,3,0.67,0,0,0,0,,0,0,1,0.09
52,2,medium,9,0.66,-0.19,1,4,0.63,0,0.04,2,-0.03,0,0,0.014,1,0.04
52,3,medium,8,0.55,-0.29,1,4,0.74,-0.5,0.15,1.333,0.07,0.067,0,0.081,1,0.1
52,4,medium,5,0.51,-0.34,1,2,0.53,-1.3,0.19,1,0.12,0.244,0,0.133,1,0.14
52,5,medium,4,0.42,-0.48,2,2,0.72,-1.4,0.28,0.8,0.26,0.335,0,0.187,1,0.22
52,6,medium,5,0.39,-0.36,1,5,0.49,-1.086,0.31,0.7,0.14,0.338,0,0.169,1,0.19
52,7,medium,5,0.34,-0.52,1,5,0.45,-0.857,0.36,0.619,0.3,0.334,0,0.198,1,0.23
52,8,medium,2,0.24,-0.63,3,3,0.22,-0.94,0.46,0.839,0.41,0.431,1,0.25,1,0.34
53,1,low,11,0.84,0.46,0,6,0.71,0,0,0,0,,0,0,0,0
53,2,low,9,0.8,0.32,0,2,0.59,-2,0.04,0,0.14,0.141,0,0.111,0,0.06
53,3,low,11,0.77,0.32,0,7,0.63,0,0.07,0,0.14,0.112,0,0.042,0,0.05
53,4,low,12,0.82,0.39,0,6,0.64,0.5,0.02,0,0.07,0.117,0,0.016,0,0.02
53,5,low,13,0.76,0.36,0,5,0.85,0.7,0.08,0,0.1,0.132,0,0.04,0,0.05
53,6,low,8,0.77,0.19,0,2,0.74,-0.057,0.07,0,0.27,0.175,0,0.061,0,0.07
53,7,low,9,0.72,0.29,0,5,0.63,-0.214,0.12,0,0.17,0.174,0,0.072,0,0.07
53,8,low,10,0.73,0.24,0,2,0.62,-0.179,0.11,0,0.22,0.162,0,0.073,0,0.08
54,1,low,14,1,0.81,0,3,0.8,0,0,0,0,,0,0,0,0
54,2,low,15,1,0.74,1,4,0.87,1,0,0.5,0.07,0.049,0,0.009,0,0.04
54,3,low,15,0.97,0.7,0,7,0.62,0.5,0.03,0.333,0.11,0.039,0,0.024,0,0.03
54,4,low,13,0.94,0.68,0,2,0.57,-0.3,0.06,0.25,0.13,0.067,0,0.049,0,0.05
54,5,low,13,0.95,0.72,0,2,0.81,-0.4,0.05,0.2,0.09,0.071,0,0.045,0,0.04
54,6,low,12,0.84,0.61,0,3,0.66,-0.514,0.16,0.167,0.2,0.089,0,0.102,0,0.1
54,7,low,16,0.84,0.58,1,7,0.66,-0.071,0.16,0.238,0.23,0.101,0,0.088,0,0.13
54,8,low,12,0.83,0.58,1,2,0.63,-0.214,0.17,0.268,0.23,0.108,0,0.097,0,0.13
55,1,low,18,0.86,0.2,1,5,0.77,0,0,0,0,,0,0,0,0.03
55,2,low,17,0.78,0.25,0,5,0.72,-1,0.08,0.5,-0.05,0.04,0,0.068,0,0.04
55,3,low,15,0.82,0.21,0,4,0.72,-1.5,0.04,0.333,-0.01,0.092,0,0.074,0,0.03
55,4,low,13,0.74,0.23,1,3,0.88,-1.7,0.12,0.333,-0.03,0.141,0,0.11,0,0.1
55,5,low,16,0.77,0.06,0,6,0.91,-0.8,0.09,0.3,0.14,0.122,0,0.081,0,0.07
55,6,low,15,0.75,0.05,1,4,0.58,-0.571,0.11,0.3,0.15,0.112,0,0.08,0,0.1
55,7,low,14,0.71,0.03,1,7,0.78,-0.536,0.15,0.286,0.17,0.111,0,0.095,0,0.12
55,8,low,16,0.68,0.16,0,6,0.84,-0.31,0.18,0.286,0.04,0.103,0,0.08,0,0.08
56,1,low,12,0.91,0.95,0,7,0.76,0,0,0,0,,0,0,0,0
56,2,low,15,0.89,1,0,6,0.77,3,0.02,0,-0.05,0.157,0,0.007,0,0.01
56,3,low,15,0.83,1,0,4,0.7,1.5,0.08,0,-0.05,0.124,0,0.028,0,0.03
56,4,low,12,0.78,0.87,0,6,0.68,0,0.13,0,0.08,0.128,0,0.055,0,0.06
56,5,low,13,0.75,0.98,1,4,0.59,-0.1,0.16,0.2,-0.03,0.113,0,0.06,0,0.09
56,6,low,14,0.76,0.92,0,5,0.66,0.029,0.15,0.167,0.03,0.102,0,0.056,0,0.06
56,7,low,10,0.76,0.84,1,2,0.8,-0.357,0.15,0.238,0.11,0.14,0,0.081,0,0.11
56,8,low,12,0.69,0.83,1,6,0.65,-0.321,0.22,0.268,0.12,0.134,0,0.105,0,0.14
57,1,medium,5,0.56,0.16,2,6,0.9,0,0,0,0,,0,0,1,0.06
57,2,medium,6,0.44,0.13,1,7,0.55,1,0.12,0.5,0.03,0.129,0,0.046,1,0.08
57,3,medium,3,0.46,0.04,2,3,0.68,-1,0.1,0.333,0.12,0.327,1,0.09,1,0.13
57,4,medium,4,0.33,0.03,3,4,0.62,-0.6,0.23,0.667,0.13,0.287,0,0.121,1,0.2
57,5,medium,2,0.29,-0.04,1,6,0.54,-0.8,0.27,0.7,0.2,0.395,1,0.152,1,0.18
57,6,medium,5,0.27,-0.09,3,5,0.49,-0.314,0.29,0.8,0.25,0.353,0,0.145,1,0.24
57,7,medium,1,0.14,-0.3,1,1,0.36,-0.536,0.42,0.81,0.46,0.484,1,0.226,1,0.27
57,8,medium,3,0.1,-0.31,1,4,0.57,-0.417,0.46,0.786,0.47,0.465,0,0.236,1,0.28
58,1,low,16,0.71,0.66,1,3,0.85,0,0,0,0,,0,0,0,0.03
58,2,low,15,0.72,0.62,1,4,0.66,-1,-0.01,0,0.04,0.046,0,0.045,0,0.04
58,3,low,11,0.74,0.64,1,3,0.89,-2.5,-0.03,0,0.02,0.189,0,0.103,0,0.05
58,4,low,13,0.72,0.59,0,6,0.54,-1.3,-0.01,0.25,0.07,0.161,0,0.061,0,0.02
58,5,low,14,0.71,0.56,0,5,0.8,-0.6,0,0.3,0.1,0.139,0,0.036,0,0.02
58,6,low,10,0.68,0.44,1,7,0.51,-0.886,0.03,0.267,0.22,0.176,0,0.073,0,0.08
58,7,low,12,0.62,0.38,1,6,0.86,-0.679,0.09,0.238,0.28,0.166,0,0.094,0,0.11
58,8,low,11,0.57,0.36,1,3,0.49,-0.619,0.14,0.214,0.3,0.166,0,0.111,0,0.13
59,1,medium,4,0.53,0.07,3,5,0.95,0,0,0,0,,0,0,1,0.09
59,2,medium,4,0.54,0.11,2,4,0.55,0,-0.01,0.5,-0.04,0,0,0,1,0.05
59,3,medium,6,0.49,-0.02,2,6,0.49,1,0.04,0.333,0.09,0.247,0,0.025,1,0.09
59,4,medium,4,0.38,-0.06,2,2,0.71,0.2,0.15,0.25,0.13,0.222,0,0.069,1,0.14
59,5,medium,2,0.34,-0.13,2,6,0.55,-0.4,0.19,0.2,0.2,0.354,1,0.107,1,0.17
59,6,medium,4,0.25,-0.26,2,4,0.36,-0.229,0.28,0.167,0.33,0.316,0,0.148,1,0.22
59,7,medium,2,0.2,-0.34,2,2,0.57,-0.357,0.33,0.143,0.41,0.372,1,0.181,1,0.25
59,8,medium,2,0.13,-0.35,1,0,0.38,-0.381,0.4,0.286,0.42,0.404,0,0.208,1,0.25
60,1,low,12,0.92,0.22,1,2,0.63,0,0,0,0,,0,0,0,0.03
60,2,low,13,0.87,0.2,0,2,0.92,1,0.05,0.5,0.02,0.057,0,0.02,0,0.02
60,3,low,13,0.89,0.29,0,6,0.73,0.5,0.03,0.333,-0.07,0.046,0,0.011,0,0.01
60,4,low,13,0.88,0.11,0,3,0.77,0.3,0.04,0.25,0.11,0.039,0,0.028,0,0.03
60,5,low,12,0.86,0.21,1,6,0.81,0,0.06,0.3,0.01,0.043,0,0.022,0,0.05
60,6,low,13,0.8,0.11,0,2,0.77,0.057,0.12,0.267,0.11,0.041,0,0.056,0,0.06
60,7,low,9,0.79,0.05,0,4,0.74,-0.357,0.13,0.238,0.17,0.121,0,0.081,0,0.08
60,8,low,10,0.75,0.11,0,5,0.81,-0.417,0.17,0.214,0.11,0.131,0,0.09,0,0.09
61,1,medium,12,0.51,0.09,1,3,0.82,0,0,0,0,,0,0,1,0.03
61,2,medium,11,0.54,-0.1,1,7,0.73,-1,-0.03,0,0.19,0.061,0,0.064,1,0.06
61,3,medium,7,0.47,-0.05,1,3,0.64,-2.5,0.04,0,0.14,0.265,0,0.132,1,0.09
61,4,medium,10,0.41,-0.2,1,5,0.71,-1,0.1,0,0.29,0.216,0,0.111,1,0.12
61,5,medium,6,0.36,-0.26,3,5,0.38,-1.3,0.15,0.8,0.35,0.281,0,0.148,1,0.21
61,6,medium,6,0.27,-0.36,2,6,0.4,-1.2,0.24,0.7,0.45,0.307,0,0.188,1,0.23
61,7,medium,6,0.15,-0.41,2,3,0.44,-1.036,0.36,0.619,0.5,0.317,0,0.23,1,0.28
61,8,medium,4,0.18,-0.45,1,2,0.53,-1.048,0.33,0.571,0.54,0.37,0,0.225,1,0.25
62,1,low,18,0.9,0.39,1,3,0.94,0,0,0,0,,0,0,0,0.03
62,2,low,18,0.86,0.41,0,3,0.65,0,0.04,0.5,-0.02,0,0,0.014,0,0.02
62,3,low,18,0.86,0.46,0,5,0.82,0,0.04,0.333,-0.07,0,0,0.014,0,0.02
62,4,low,16,0.81,0.35,1,6,0.93,-0.6,0.09,0.333,0.04,0.057,0,0.06,0,0.08
62,5,low,15,0.79,0.45,0,2,0.64,-0.8,0.11,0.3,-0.06,0.083,0,0.07,0,0.05
62,6,low,17,0.81,0.31,0,6,0.59,-0.457,0.09,0.267,0.08,0.074,0,0.06,0,0.05
62,7,low,13,0.81,0.32,1,5,0.5,-0.714,0.09,0.286,0.07,0.116,0,0.069,0,0.08
62,8,low,13,0.83,0.26,1,5,0.68,-0.762,0.07,0.286,0.13,0.134,0,0.071,0,0.08
63,1,high,3,0.48,-0.85,3,2,0.91,0,0,0,0,,0,0,2,0.09
63,2,high,5,0.37,-0.8,5,5,0.74,2,0.11,2,-0.05,0.354,0,0.038,2,0.19
63,3,high,1,0.26,-0.93,5,1,0.72,-1,0.22,1.333,0.08,0.667,1,0.127,2,0.25
63,4,high,0,0.17,-1,3,5,0.44,-1.3,0.31,1.333,0.15,0.985,1,0.179,2,0.25
63,5,high,0,0.03,-1,3,5,0.33,-1.1,0.45,1.2,0.15,1.204,0,0.22,2,0.3
63,6,high,3,0,-1,3,4,0.22,-0.457,0.48,1.067,0.15,1,0,0.205,2,0.31
63,7,high,3,0,-1,6,2,0.24,-0.179,0.48,1.667,0.15,0.87,0,0.194,2,0.39
63,8,high,1,0,-1,6,0,0.1,-0.214,0.48,1.929,0.15,0.886,1,0.195,2,0.39
64,1,low,14,0.83,0.75,1,7,0.83,0,0,0,0,,0,0,0,0.03
64,2,low,12,0.75,0.77,0,7,0.83,-2,0.08,0.5,-0.02,0.109,0,0.108,0,0.06
64,3,low,11,0.69,0.74,0,4,0.7,-1.5,0.14,0.333,0.01,0.124,0,0.11,0,0.08
64,4,low,10,0.76,0.65,1,3,0.84,-1.3,0.07,0.333,0.1,0.145,0,0.089,0,0.09
