student_id,week,true_risk,lms_logins,attendance_pct,sentiment_score,submission_delay,forum_posts,video_completion,login_slope,attendance_drop,delay_variance,sentiment_decline,engagement_volatility,sudden_drop,behavioral_drift_score,risk_label,dropout_prob,cluster,cluster_label
25,8,medium,8,0.09,-0.01,2,4,0.22,-0.655,0.38,0.571,0.38,0.297,0,0.207,1,0.27,3,Chronic Disengagement
26,1,high,3,0.35,-0.4,2,2,0.82,0.0,0.0,0.0,0.0,,0,0.0,2,0.06,1,Chronic Disengagement
26,2,high,2,0.17,-0.65,4,6,0.5,-1.0,0.18,2.0,0.25,0.283,0,0.134,2,0.23,3,Chronic Disengagement
26,3,high,1,0.03,-0.77,6,4,0.39,-1.0,0.32,4.0,0.37,0.5,1,0.198,2,0.36,2,Sudden Drop-off
26,4,high,0,0.0,-0.76,6,3,0.57,-1.0,0.35,3.667,0.36,0.861,1,0.207,2,0.37,2,Sudden Drop-off
26,5,high,0,0.0,-0.88,2,5,0.33,-0.8,0.35,4.0,0.48,1.087,0,0.214,2,0.27,0,Emotional Distress
26,6,high,2,0.0,-1.0,2,3,0.33,-0.343,0.35,3.867,0.6,0.908,0,0.211,2,0.29,0,Emotional Distress
26,7,high,0,0.0,-1.0,4,4,0.0,-0.357,0.35,3.238,0.6,1.063,1,0.212,2,0.34,2,Sudden Drop-off
26,8,high,2,0.0,-1.0,4,0,0.0,-0.167,0.35,2.786,0.6,0.932,0,0.204,2,0.34,0,Emotional Distress
27,1,low,16,0.79,0.76,1,6,0.85,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
27,2,low,11,0.78,0.76,1,5,0.58,-5.0,0.01,0.0,0.0,0.262,0,0.203,0,0.09,1,Chronic Disengagement
27,3,low,15,0.78,0.74,1,3,0.73,-0.5,0.01,0.0,0.02,0.189,0,0.026,0,0.04,1,Chronic Disengagement
27,4,low,12,0.71,0.82,1,6,0.58,-0.8,0.08,0.0,-0.06,0.176,0,0.06,0,0.07,1,Chronic Disengagement
27,5,low,13,0.68,0.83,1,4,0.59,-0.5,0.11,0.0,-0.07,0.155,0,0.058,0,0.08,1,Chronic Disengagement
27,6,low,13,0.65,0.77,0,7,0.75,-0.343,0.14,0.167,-0.01,0.14,0,0.063,0,0.06,1,Chronic Disengagement
27,7,low,12,0.71,0.83,0,6,0.66,-0.357,0.08,0.238,-0.07,0.135,0,0.042,0,0.04,1,Chronic Disengagement
27,8,low,12,0.61,0.77,0,6,0.47,-0.333,0.18,0.268,-0.01,0.13,0,0.076,0,0.08,1,Chronic Disengagement
28,1,low,9,0.79,0.3,0,4,0.78,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
28,2,low,11,0.81,0.12,1,7,0.67,2.0,-0.02,0.5,0.18,0.141,0,0.022,0,0.05,1,Chronic Disengagement
28,3,low,9,0.75,0.25,1,5,0.85,-0.0,0.04,0.333,0.05,0.119,0,0.02,0,0.05,1,Chronic Disengagement
28,4,low,11,0.77,0.12,0,6,0.93,0.4,0.02,0.333,0.18,0.115,0,0.03,0,0.03,1,Chronic Disengagement
28,5,low,7,0.72,0.17,1,6,0.6,-0.4,0.07,0.3,0.13,0.178,0,0.057,0,0.08,1,Chronic Disengagement
28,6,low,7,0.73,0.07,0,5,0.69,-0.571,0.06,0.3,0.23,0.199,0,0.073,0,0.06,1,Chronic Disengagement
28,7,low,9,0.66,0.15,0,4,0.82,-0.357,0.13,0.286,0.15,0.181,0,0.079,0,0.08,1,Chronic Disengagement
28,8,low,9,0.62,0.12,1,6,0.82,-0.238,0.17,0.286,0.18,0.168,0,0.092,0,0.13,1,Chronic Disengagement
29,1,high,2,0.53,-0.52,2,7,0.69,0.0,0.0,0.0,0.0,,0,0.0,2,0.06,1,Chronic Disengagement
29,2,high,4,0.36,-0.57,6,3,0.8,2.0,0.17,8.0,0.05,0.471,0,0.066,2,0.25,1,Chronic Disengagement
29,3,high,3,0.33,-0.78,6,2,0.63,0.5,0.2,5.333,0.26,0.333,0,0.102,2,0.29,3,Chronic Disengagement
29,4,high,1,0.16,-0.81,4,5,0.54,-0.4,0.37,3.667,0.29,0.516,1,0.182,2,0.31,2,Sudden Drop-off
29,5,high,3,0.07,-1.0,4,0,0.22,-0.1,0.46,2.8,0.48,0.439,0,0.225,2,0.37,0,Emotional Distress
29,6,high,0,0.0,-1.0,5,2,0.14,-0.429,0.53,2.3,0.48,0.679,1,0.263,2,0.43,2,Sudden Drop-off
29,7,high,0,0.0,-1.0,2,0,0.02,-0.5,0.53,2.81,0.48,0.847,0,0.265,2,0.34,0,Emotional Distress
29,8,high,0,0.0,-1.0,3,3,0.0,-0.488,0.53,2.571,0.48,0.983,0,0.265,2,0.37,0,Emotional Distress
30,1,medium,6,0.71,-0.15,3,4,0.61,0.0,0.0,0.0,0.0,,0,0.0,1,0.09,1,Chronic Disengagement
30,2,medium,2,0.64,-0.23,2,5,0.89,-4.0,0.07,0.5,0.08,0.707,1,0.194,1,0.14,2,Sudden Drop-off
30,3,medium,3,0.64,-0.24,3,4,0.67,-1.5,0.07,0.333,0.09,0.568,0,0.096,1,0.14,1,Chronic Disengagement
30,4,medium,4,0.61,-0.35,2,7,0.6,-0.5,0.1,0.333,0.2,0.455,0,0.08,1,0.13,1,Chronic Disengagement
30,5,medium,3,0.46,-0.48,2,3,0.65,-0.4,0.25,0.3,0.33,0.421,0,0.145,1,0.21,3,Chronic Disengagement
30,6,medium,4,0.42,-0.54,1,3,0.39,-0.171,0.29,0.567,0.39,0.373,0,0.157,1,0.2,3,Chronic Disengagement
30,7,medium,4,0.41,-0.46,1,3,0.3,-0.071,0.3,0.667,0.31,0.337,0,0.147,1,0.19,3,Chronic Disengagement
30,8,medium,1,0.34,-0.63,1,2,0.44,-0.274,0.37,0.696,0.48,0.446,1,0.2,1,0.25,2,Sudden Drop-off
31,1,low,8,0.84,0.47,0,3,0.9,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
31,2,low,10,0.8,0.56,1,5,0.78,2.0,0.04,0.5,-0.09,0.157,0,0.014,0,0.04,1,Chronic Disengagement
31,3,low,8,0.8,0.51,1,3,0.85,-0.0,0.04,0.333,-0.04,0.133,0,0.014,0,0.04,1,Chronic Disengagement
31,4,low,10,0.78,0.55,1,3,0.94,0.4,0.06,0.25,-0.08,0.128,0,0.021,0,0.05,1,Chronic Disengagement
31,5,low,8,0.77,0.4,0,3,0.77,-0.0,0.07,0.3,0.07,0.124,0,0.033,0,0.04,1,Chronic Disengagement
31,6,low,7,0.67,0.48,1,7,0.57,-0.257,0.17,0.267,-0.01,0.144,0,0.07,0,0.1,1,Chronic Disengagement
31,7,low,9,0.67,0.42,0,6,0.51,-0.107,0.17,0.286,0.05,0.132,0,0.07,0,0.08,1,Chronic Disengagement
31,8,low,6,0.64,0.47,0,7,0.67,-0.286,0.2,0.286,0.0,0.168,0,0.081,0,0.08,1,Chronic Disengagement
32,1,low,7,0.82,0.67,0,6,0.73,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
32,2,low,9,0.72,0.8,0,4,0.93,2.0,0.1,0.0,-0.13,0.177,0,0.035,0,0.04,1,Chronic Disengagement
32,3,low,7,0.73,0.72,0,2,0.74,-0.0,0.09,0.0,-0.05,0.151,0,0.032,0,0.04,1,Chronic Disengagement
32,4,low,8,0.76,0.61,1,5,0.69,0.1,0.06,0.25,0.06,0.124,0,0.028,0,0.06,1,Chronic Disengagement
32,5,low,8,0.72,0.67,0,2,0.86,0.1,0.1,0.2,0.0,0.107,0,0.035,0,0.04,1,Chronic Disengagement
32,6,low,9,0.67,0.69,1,5,0.72,0.229,0.15,0.267,-0.02,0.112,0,0.052,0,0.09,1,Chronic Disengagement
32,7,low,8,0.63,0.51,0,6,0.85,0.143,0.19,0.238,0.16,0.102,0,0.086,0,0.1,1,Chronic Disengagement
32,8,low,9,0.65,0.53,0,6,0.5,0.179,0.17,0.214,0.14,0.103,0,0.077,0,0.09,1,Chronic Disengagement
33,1,low,12,0.76,0.36,1,3,0.73,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
33,2,low,11,0.78,0.29,0,4,0.78,-1.0,-0.02,0.5,0.07,0.061,0,0.049,0,0.02,1,Chronic Disengagement
33,3,low,10,0.72,0.2,1,6,0.62,-1.0,0.04,0.333,0.16,0.091,0,0.074,0,0.08,1,Chronic Disengagement
33,4,low,8,0.67,0.29,1,6,0.58,-1.3,0.09,0.25,0.07,0.167,0,0.092,0,0.09,1,Chronic Disengagement
33,5,low,11,0.67,0.31,1,3,0.78,-0.5,0.09,0.2,0.05,0.146,0,0.058,0,0.08,1,Chronic Disengagement
33,6,low,8,0.65,0.12,1,2,0.83,-0.629,0.11,0.167,0.24,0.167,0,0.094,0,0.11,1,Chronic Disengagement
33,7,low,6,0.59,0.28,1,5,0.75,-0.821,0.17,0.143,0.08,0.228,0,0.102,0,0.12,1,Chronic Disengagement
33,8,low,8,0.66,0.24,1,6,0.69,-0.667,0.1,0.125,0.12,0.222,0,0.077,0,0.09,1,Chronic Disengagement
34,1,low,7,1.0,0.34,0,2,0.64,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
34,2,low,6,0.94,0.25,1,7,0.95,-1.0,0.06,0.5,0.09,0.109,0,0.072,0,0.08,1,Chronic Disengagement
34,3,low,8,0.99,0.25,0,4,0.91,0.5,0.01,0.333,0.09,0.143,0,0.015,0,0.02,1,Chronic Disengagement
34,4,low,6,0.9,0.19,0,6,0.67,-0.1,0.1,0.25,0.15,0.142,0,0.058,0,0.06,1,Chronic Disengagement
34,5,low,9,0.93,0.17,0,5,0.74,0.4,0.07,0.2,0.17,0.181,0,0.046,0,0.05,1,Chronic Disengagement
34,6,low,6,0.87,0.11,1,7,0.53,0.057,0.13,0.267,0.23,0.181,0,0.074,0,0.11,1,Chronic Disengagement
34,7,low,7,0.85,0.15,1,7,0.68,0.036,0.15,0.286,0.19,0.165,0,0.076,0,0.12,1,Chronic Disengagement
34,8,low,9,0.9,0.1,1,5,0.47,0.19,0.1,0.286,0.24,0.177,0,0.065,0,0.1,1,Chronic Disengagement
35,1,low,20,0.78,0.6,0,7,0.9,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
35,2,low,19,0.81,0.5,0,4,0.58,-1.0,-0.03,0.0,0.1,0.036,0,0.052,0,0.02,1,Chronic Disengagement
35,3,low,20,0.79,0.53,0,4,0.58,-0.0,-0.01,0.0,0.07,0.029,0,0.009,0,0.01,1,Chronic Disengagement
35,4,low,19,0.73,0.5,1,6,0.79,-0.2,0.05,0.25,0.1,0.03,0,0.038,0,0.06,1,Chronic Disengagement
35,5,low,19,0.69,0.5,0,5,0.74,-0.2,0.09,0.2,0.1,0.028,0,0.052,0,0.05,1,Chronic Disengagement
35,6,low,16,0.7,0.56,0,6,0.67,-0.6,0.08,0.167,0.04,0.078,0,0.057,0,0.05,1,Chronic Disengagement
35,7,low,14,0.67,0.43,1,3,0.8,-0.893,0.11,0.238,0.17,0.125,0,0.095,0,0.11,1,Chronic Disengagement
35,8,low,14,0.65,0.43,1,5,0.65,-0.94,0.13,0.268,0.17,0.145,0,0.104,0,0.12,1,Chronic Disengagement
36,1,high,1,0.3,-0.39,6,7,0.84,0.0,0.0,0.0,0.0,,0,0.0,2,0.17,1,Chronic Disengagement
36,2,high,0,0.2,-0.52,3,2,0.82,-1.0,0.1,4.5,0.13,1.414,1,0.091,2,0.16,2,Sudden Drop-off
36,3,high,0,0.08,-0.6,3,3,0.7,-0.5,0.22,3.0,0.21,1.732,0,0.123,2,0.21,0,Emotional Distress
36,4,high,0,0.02,-0.73,3,1,0.41,-0.3,0.28,2.25,0.34,2.0,0,0.152,2,0.25,0,Emotional Distress
36,5,high,2,0.0,-0.85,3,0,0.21,0.2,0.3,1.8,0.46,1.491,0,0.162,2,0.27,0,Emotional Distress
36,6,high,0,0.0,-1.0,4,2,0.08,0.029,0.3,1.467,0.61,1.673,1,0.181,2,0.32,2,Sudden Drop-off
36,7,high,0,0.0,-1.0,6,0,0.08,-0.036,0.3,2.0,0.61,1.836,0,0.183,2,0.38,0,Emotional Distress
36,8,high,0,0.0,-1.0,3,0,0.0,-0.06,0.3,1.839,0.61,1.984,0,0.184,2,0.29,0,Emotional Distress
37,1,medium,5,0.74,0.42,2,3,0.96,0.0,0.0,0.0,0.0,,0,0.0,1,0.06,1,Chronic Disengagement
37,2,medium,5,0.61,0.25,1,5,0.62,0.0,0.13,0.5,0.17,0.0,0,0.067,1,0.1,1,Chronic Disengagement
37,3,medium,1,0.56,0.25,1,2,0.81,-2.0,0.18,0.333,0.17,0.63,1,0.164,1,0.15,2,Sudden Drop-off
37,4,medium,4,0.56,0.16,1,7,0.66,-0.7,0.18,0.25,0.26,0.505,0,0.124,1,0.15,3,Chronic Disengagement
37,5,medium,3,0.47,0.12,3,6,0.63,-0.5,0.27,0.8,0.3,0.465,0,0.152,1,0.24,3,Chronic Disengagement
37,6,medium,3,0.42,0.11,2,6,0.43,-0.371,0.32,0.667,0.31,0.433,0,0.166,1,0.23,3,Chronic Disengagement
37,7,medium,3,0.31,0.13,1,1,0.31,-0.286,0.43,0.619,0.29,0.408,0,0.198,1,0.25,3,Chronic Disengagement
37,8,medium,1,0.25,-0.04,1,3,0.57,-0.393,0.49,0.571,0.46,0.497,1,0.245,1,0.3,2,Sudden Drop-off
38,1,medium,11,0.59,0.09,1,2,0.87,0.0,0.0,0.0,0.0,,0,0.0,1,0.03,1,Chronic Disengagement
38,2,medium,9,0.52,-0.1,3,2,0.78,-2.0,0.07,2.0,0.19,0.141,0,0.128,1,0.16,1,Chronic Disengagement
38,3,medium,8,0.48,-0.04,2,5,0.6,-1.5,0.11,1.0,0.13,0.164,0,0.115,1,0.14,1,Chronic Disengagement
38,4,medium,6,0.37,-0.16,2,4,0.52,-1.6,0.22,0.667,0.25,0.245,0,0.172,1,0.2,3,Chronic Disengagement
38,5,medium,4,0.31,-0.22,3,2,0.6,-1.7,0.28,0.7,0.31,0.356,0,0.205,1,0.26,3,Chronic Disengagement
38,6,medium,6,0.3,-0.25,1,4,0.38,-1.2,0.29,0.8,0.34,0.341,0,0.192,1,0.21,3,Chronic Disengagement
38,7,medium,3,0.17,-0.26,3,6,0.59,-1.214,0.42,0.81,0.35,0.419,1,0.239,1,0.32,2,Sudden Drop-off
38,8,medium,5,0.18,-0.42,1,4,0.19,-0.952,0.41,0.857,0.51,0.411,0,0.245,1,0.28,0,Emotional Distress
39,1,low,9,0.87,0.91,1,2,0.97,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
39,2,low,7,0.83,1.0,0,5,0.78,-2.0,0.04,0.5,-0.09,0.177,0,0.094,0,0.04,1,Chronic Disengagement
39,3,low,7,0.83,0.97,1,6,0.57,-1.0,0.04,0.333,-0.06,0.151,0,0.054,0,0.06,1,Chronic Disengagement
39,4,low,7,0.75,0.84,1,5,0.66,-0.6,0.12,0.25,0.07,0.133,0,0.075,0,0.09,1,Chronic Disengagement
39,5,low,10,0.75,0.82,1,6,0.53,0.2,0.12,0.2,0.09,0.177,0,0.053,0,0.09,1,Chronic Disengagement
39,6,low,8,0.75,0.81,0,6,0.81,0.114,0.12,0.267,0.1,0.158,0,0.054,0,0.06,1,Chronic Disengagement
39,7,low,7,0.69,0.86,1,6,0.73,-0.036,0.18,0.238,0.05,0.155,0,0.071,0,0.11,1,Chronic Disengagement
39,8,low,6,0.69,0.77,0,2,0.77,-0.179,0.18,0.268,0.14,0.171,0,0.088,0,0.09,1,Chronic Disengagement
40,1,low,15,0.94,0.2,0,5,0.72,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
40,2,low,14,0.92,0.3,1,6,0.93,-1.0,0.02,0.5,-0.1,0.049,0,0.047,0,0.05,1,Chronic Disengagement
40,3,low,15,0.87,0.21,1,7,0.63,-0.0,0.07,0.333,-0.01,0.039,0,0.025,0,0.06,1,Chronic Disengagement
40,4,low,15,0.89,0.09,1,7,0.73,0.1,0.05,0.25,0.11,0.034,0,0.031,0,0.06,1,Chronic Disengagement
40,5,low,14,0.87,0.1,0,6,0.61,-0.1,0.07,0.3,0.1,0.038,0,0.041,0,0.04,1,Chronic Disengagement
40,6,low,14,0.86,0.18,0,3,0.53,-0.143,0.08,0.3,0.02,0.038,0,0.036,0,0.04,1,Chronic Disengagement
40,7,low,13,0.79,0.08,0,6,0.82,-0.25,0.15,0.286,0.12,0.053,0,0.077,0,0.08,1,Chronic Disengagement
40,8,low,14,0.78,0.04,1,5,0.72,-0.19,0.16,0.286,0.16,0.05,0,0.084,0,0.12,1,Chronic Disengagement
41,1,high,7,0.4,-0.57,2,2,0.98,0.0,0.0,0.0,0.0,,0,0.0,2,0.06,1,Chronic Disengagement
41,2,high,3,0.23,-0.66,3,3,0.5,-4.0,0.17,0.5,0.09,0.566,1,0.231,2,0.22,2,Sudden Drop-off
41,3,high,4,0.15,-0.67,3,3,0.54,-1.5,0.25,0.333,0.1,0.446,0,0.16,2,0.22,3,Chronic Disengagement
41,4,high,1,0.01,-0.94,6,3,0.28,-1.7,0.39,3.0,0.37,0.667,1,0.251,2,0.4,2,Sudden Drop-off
41,5,high,3,0.0,-0.94,6,0,0.42,-1.0,0.4,3.5,0.37,0.609,0,0.226,2,0.4,0,Emotional Distress
41,6,high,0,0.0,-1.0,2,3,0.2,-1.086,0.4,3.467,0.43,0.816,1,0.237,2,0.29,2,Sudden Drop-off
41,7,high,0,0.0,-1.0,5,1,0.14,-1.0,0.4,3.143,0.43,0.975,0,0.234,2,0.38,0,Emotional Distress
41,8,high,1,0.0,-1.0,6,3,0.09,-0.798,0.4,3.268,0.43,1.005,0,0.226,2,0.4,0,Emotional Distress
42,1,low,18,0.8,0.32,1,2,0.99,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
42,2,low,15,0.69,0.2,1,7,0.61,-3.0,0.11,0.0,0.12,0.129,0,0.174,0,0.13,3,Chronic Disengagement
42,3,low,14,0.72,0.13,1,3,0.88,-2.0,0.08,0.0,0.19,0.133,0,0.132,0,0.11,1,Chronic Disengagement
42,4,low,16,0.69,0.13,0,6,0.91,-0.7,0.11,0.25,0.19,0.108,0,0.09,0,0.08,1,Chronic Disengagement
42,5,low,16,0.64,0.09,0,3,0.61,-0.3,0.16,0.3,0.23,0.094,0,0.097,0,0.1,1,Chronic Disengagement
42,6,low,13,0.64,0.18,1,2,0.57,-0.571,0.16,0.267,0.14,0.114,0,0.096,0,0.12,1,Chronic Disengagement
42,7,low,15,0.61,0.07,1,4,0.83,-0.393,0.19,0.238,0.25,0.105,0,0.113,0,0.14,3,Chronic Disengagement
42,8,low,16,0.59,0.19,0,2,0.56,-0.202,0.21,0.268,0.13,0.098,0,0.098,0,0.11,1,Chronic Disengagement
43,1,medium,9,0.68,0.04,2,4,0.71,0.0,0.0,0.0,0.0,,0,0.0,1,0.06,1,Chronic Disengagement
43,2,medium,8,0.62,-0.05,1,6,0.83,-1.0,0.06,0.5,0.09,0.083,0,0.072,1,0.08,1,Chronic Disengagement
43,3,medium,7,0.65,-0.05,3,5,0.77,-1.0,0.03,1.0,0.09,0.125,0,0.062,1,0.12,1,Chronic Disengagement
43,4,medium,6,0.57,-0.05,3,7,0.65,-1.0,0.11,0.917,0.09,0.172,0,0.09,1,0.15,1,Chronic Disengagement
43,5,medium,8,0.45,-0.15,1,5,0.42,-0.4,0.23,1.0,0.19,0.15,0,0.12,1,0.15,3,Chronic Disengagement
43,6,medium,4,0.43,-0.16,1,3,0.7,-0.743,0.25,0.967,0.2,0.256,1,0.142,1,0.17,2,Sudden Drop-off
43,7,medium,5,0.36,-0.22,3,1,0.46,-0.679,0.32,1.0,0.26,0.268,0,0.172,1,0.26,3,Chronic Disengagement
43,8,medium,4,0.28,-0.37,1,0,0.4,-0.679,0.4,0.982,0.41,0.302,0,0.218,1,0.25,3,Chronic Disengagement
44,1,low,15,1.0,0.84,0,4,0.94,0.0,0.0,0.0,0.0,,0,0.0,0,0.0,1,Chronic Disengagement
44,2,low,16,0.99,0.82,0,5,0.87,1.0,0.01,0.0,0.02,0.046,0,0.006,0,0.01,1,Chronic Disengagement
44,3,low,16,0.88,0.86,1,6,0.57,0.5,0.12,0.333,-0.02,0.037,0,0.042,0,0.08,1,Chronic Disengagement
44,4,low,16,0.87,0.78,0,5,0.74,0.3,0.13,0.25,0.06,0.032,0,0.053,0,0.06,1,Chronic Disengagement
44,5,low,15,0.84,0.8,0,5,0.74,0.0,0.16,0.2,0.04,0.035,0,0.061,0,0.07,1,Chronic Disengagement
44,6,low,14,0.87,0.79,1,5,0.63,-0.229,0.13,0.267,0.05,0.053,0,0.061,0,0.09,1,Chronic Disengagement
44,7,low,14,0.8,0.71,1,3,0.76,-0.286,0.2,0.286,0.13,0.059,0,0.098,0,0.13,1,Chronic Disengagement
44,8,low,15,0.82,0.71,1,7,0.59,-0.202,0.18,0.286,0.13,0.055,0,0.087,0,0.12,1,Chronic Disengagement
45,1,medium,6,0.63,-0.06,2,6,0.67,0.0,0.0,0.0,0.0,,0,0.0,1,0.06,1,Chronic Disengagement
45,2,medium,5,0.55,-0.29,3,7,0.94,-1.0,0.08,0.5,0.23,0.129,0,0.097,1,0.16,1,Chronic Disengagement
45,3,medium,5,0.48,-0.27,1,2,0.71,-0.5,0.15,1.0,0.21,0.108,0,0.099,1,0.12,1,Chronic Disengagement
45,4,medium,3,0.41,-0.44,1,7,0.75,-0.9,0.22,0.917,0.38,0.265,0,0.16,1,0.18,3,Chronic Disengagement
45,5,medium,5,0.39,-0.32,3,5,0.38,-0.4,0.24,1.0,0.26,0.228,0,0.132,1,0.22,3,Chronic Disengagement
45,6,medium,3,0.3,-0.39,1,5,0.49,-0.486,0.33,0.967,0.33,0.272,0,0.176,1,0.21,3,Chronic Disengagement
45,7,medium,5,0.25,-0.53,2,2,0.27,-0.25,0.38,0.81,0.47,0.248,0,0.202,1,0.28,3,Chronic Disengagement
45,8,medium,1,0.23,-0.53,2,0,0.24,-0.464,0.4,0.696,0.47,0.398,1,0.217,1,0.29,2,Sudden Drop-off
46,1,medium,5,0.67,0.27,2,7,0.61,0.0,0.0,0.0,0.0,,0,0.0,1,0.06,1,Chronic Disengagement
46,2,medium,6,0.54,0.35,2,7,0.71,1.0,0.13,0.0,-0.08,0.129,0,0.046,1,0.11,1,Chronic Disengagement
46,3,medium,4,0.53,0.15,1,5,0.49,-0.5,0.14,0.333,0.12,0.2,0,0.084,1,0.11,1,Chronic Disengagement
46,4,medium,6,0.45,0.19,1,5,0.55,0.1,0.22,0.333,0.08,0.182,0,0.087,1,0.13,1,Chronic Disengagement
46,5,medium,5,0.36,0.19,2,3,0.75,-0.0,0.31,0.3,0.08,0.161,0,0.119,1,0.19,3,Chronic Disengagement
46,6,medium,6,0.27,0.04,2,1,0.5,0.114,0.4,0.267,0.23,0.153,0,0.169,1,0.25,3,Chronic Disengagement
46,7,medium,6,0.24,0.02,2,5,0.47,0.143,0.43,0.238,0.25,0.145,0,0.182,1,0.27,3,Chronic Disengagement
46,8,medium,4,0.18,0.02,1,4,0.23,-0.024,0.49,0.268,0.25,0.169,0,0.204,1,0.26,3,Chronic Disengagement
47,1,low,9,0.86,0.19,1,5,0.89,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
47,2,low,8,0.86,0.26,1,7,0.67,-1.0,0.0,0.0,-0.07,0.083,0,0.04,0,0.04,1,Chronic Disengagement
47,3,low,9,0.81,0.16,1,7,0.9,-0.0,0.05,0.0,0.03,0.067,0,0.021,0,0.05,1,Chronic Disengagement
47,4,low,9,0.75,0.28,0,6,0.84,0.1,0.11,0.25,-0.09,0.057,0,0.038,0,0.04,1,Chronic Disengagement
47,5,low,11,0.73,0.19,1,4,0.7,0.5,0.13,0.2,0.0,0.119,0,0.046,0,0.08,1,Chronic Disengagement
47,6,low,9,0.78,0.11,0,6,0.57,0.257,0.08,0.267,0.08,0.107,0,0.038,0,0.04,1,Chronic Disengagement
47,7,low,10,0.76,0.15,1,6,0.74,0.25,0.1,0.238,0.04,0.102,0,0.04,0,0.07,1,Chronic Disengagement
47,8,low,10,0.75,0.08,0,3,0.76,0.226,0.11,0.268,0.11,0.098,0,0.052,0,0.06,1,Chronic Disengagement
48,1,medium,6,0.52,0.08,2,5,0.78,0.0,0.0,0.0,0.0,,0,0.0,1,0.06,1,Chronic Disengagement
48,2,medium,4,0.45,0.07,3,4,0.62,-2.0,0.07,0.5,0.01,0.283,0,0.106,1,0.14,1,Chronic Disengagement
48,3,medium,3,0.36,-0.07,1,5,0.59,-1.5,0.16,1.0,0.15,0.353,0,0.135,1,0.13,3,Chronic Disengagement
48,4,medium,2,0.33,-0.02,2,3,0.6,-1.3,0.19,0.667,0.1,0.455,0,0.131,1,0.16,3,Chronic Disengagement
48,5,medium,4,0.25,-0.14,1,3,0.72,-0.6,0.27,0.7,0.22,0.39,0,0.146,1,0.18,3,Chronic Disengagement
48,6,medium,3,0.27,-0.29,1,5,0.59,-0.457,0.25,0.667,0.37,0.373,0,0.152,1,0.19,3,Chronic Disengagement
48,7,medium,3,0.14,-0.22,2,6,0.58,-0.357,0.38,0.571,0.3,0.356,0,0.185,1,0.26,3,Chronic Disengagement
48,8,medium,0,0.13,-0.34,1,4,0.57,-0.536,0.39,0.554,0.42,0.553,1,0.21,1,0.25,2,Sudden Drop-off
49,1,medium,7,0.59,0.33,3,6,0.82,0.0,0.0,0.0,0.0,,0,0.0,1,0.09,1,Chronic Disengagement
49,2,medium,5,0.49,0.4,2,7,0.69,-2.0,0.1,0.5,-0.07,0.236,0,0.115,1,0.12,1,Chronic Disengagement
49,3,medium,7,0.45,0.35,2,3,0.52,-0.0,0.14,0.333,-0.02,0.182,0,0.049,1,0.11,1,Chronic Disengagement
49,4,medium,7,0.4,0.21,3,5,0.6,0.2,0.19,0.333,0.12,0.154,0,0.081,1,0.18,1,Chronic Disengagement
49,5,medium,8,0.33,0.22,2,2,0.46,0.4,0.26,0.3,0.11,0.161,0,0.105,1,0.18,3,Chronic Disengagement
49,6,medium,6,0.33,0.02,1,3,0.36,0.114,0.26,0.567,0.31,0.155,0,0.13,1,0.18,3,Chronic Disengagement
49,7,medium,3,0.26,-0.02,3,1,0.41,-0.321,0.33,0.571,0.35,0.273,1,0.172,1,0.27,2,Sudden Drop-off
49,8,medium,2,0.21,-0.03,3,2,0.43,-0.56,0.38,0.554,0.36,0.379,0,0.2,1,0.3,3,Chronic Disengagement
50,1,low,10,0.85,0.68,1,5,1.0,0.0,0.0,0.0,0.0,,0,0.0,0,0.03,1,Chronic Disengagement
50,2,low,8,0.83,0.73,1,6,0.59,-2.0,0.02,0.0,-0.05,0.157,0,0.087,0,0.06,1,Chronic Disengagement
50,3,low,10,0.78,0.76,1,5,0.65,-0.0,0.07,0.0,-0.08,0.124,0,0.025,0,0.06,1,Chronic Disengagement
50,4,low,6,0.8,0.72,1,4,0.9,-1.0,0.05,0.0,-0.04,0.225,0,0.057,0,0.06,1,Chronic Disengagement
50,5,low,8,0.7,0.6,1,7,0.7,-0.6,0.15,0.0,0.08,0.199,0,0.087,0,0.11,1,Chronic Disengagement
50,6,low,9,0.72,0.57,0,7,0.82,-0.257,0.13,0.167,0.11,0.178,0,0.07,0,0.07,1,Chronic Disengagement
50,7,low,7,0.7,0.54,1,7,0.85,-0.321,0.15,0.143,0.14,0.181,0,0.083,0,0.11,1,Chronic Disengagement
50,8,low,5,0.67,0.69,1,4,0.78,-0.488,0.18,0.125,-0.01,0.23,0,0.083,0,0.11,1,Chronic Disengagement
